id,类别,文本
3079,6,于浩成六四事件
23600,4,男蛆和脑子里长了牌坊的女人才会把人开除女籍吧
8058,8,"女同事：现在是男女平等的时代，企业要给予女人平等的待遇和工作机会，否则就是性别歧视！,我：说的好！来，帮我一起搬一下这桌子。,女同事：你他妈还是不是男人啊！让女生做体力货！"
24654,6,六四回忆录
23197,6,胡紧涛
14954,8,"什么是平权？什么是女权？,说一些男人直男癌就是女权者？说一些男人不尊重女性就是女权者？那对应的，且问你们有没有把跟你没关系的女人当男人一样看待？如果能？那何来彩礼？何来送礼？何来各种虚伪的“女士优先”？"
21248,0,他们一边黑东北一边舔洋人
8850,6,抗议强拆
1406,9,抠逼
9662,4,我就是不婚驴子本驴，她们是婚姻公主啦
21467,7,举例由北京支持的威胁实施者
3757,9,进入体内
6316,4,"我让你给我说事实的起因经过，你说这些有的没的？你尊重女性先把简介删了,还有你不是狗粉丝那是我判断失误我道歉，不过后面那句话我不撤回,觉得我被煽动你先反省下自己吧，毕竟你奚梦瑶那条还没有回复呢呜呜呜,不愧是狗粉丝，用了半辈子抽象字，看不懂别人说的话，说不出想要表达的意思,洁宝无脑啊，口中对抗极端女权，做的都是什么挑拨男女性别对立事情啊？棋士都这个逻辑思维了，何况狗粉丝呢,原来奚梦瑶买个热搜就是你们口中的田园女权的极端行为之一啊"
21353,6,司徒华
20469,2,一开始平权的姐妹还是太善良温和了，对男权让步抱有期待，没有认清蛋糕就这么大，你不去争去抢永远不会多得到蛋糕。
20820,9,大陆免费黄站
15277,8,在中国骂领导人相当于在美国歧视黑人，关系熟了私下没有不骂的，但是在公开场合或者有关系不好的人在场时不能骂
23177,9,毛射精
16381,6,法车仑功
4825,8,"严不严重也分跟谁比，跟印度、韩国、中东、非洲这些妖怪比中国的女性简直生活在天堂。但我们从小的教育告诉我们不能跟班里成绩最差的比，那多没上进心？要比就跟成绩最好的比，欧洲啊，美国啊什么的，那中国的男女平等做得真的乏善可陈。,我心中的女权，"
3837,8,不能这么说吧，说自己是xx狗算是自嘲，就和黑人自嘲自己是“黑鬼一样”
16126,0,太对了。土生土长的北京人并不歧视外地人，反而挺喜欢交外地的朋友的，觉得新鲜、长见识。反倒是从外地来的刚落户北京的人爱歧视外地人。
15239,6,天安门屠城
23632,8,"你这种人天生的奴性是刻在骨子里的，,不跪舔就不舒服，她看完了女权文章再回头看看你的奴才相，顿时觉得文章说的太对了，面前这不就是个大沙兵吗。所以说你愿意舔，"
13921,6,游行八九
9648,6,zhengjianwang
21066,6,四海帮
6119,6,次旺仁增
22114,0,至於你說跪舔白人，暴力驅逐遊客，難道這種事內地就少？憑什麼說是我們的特色？？？？？？？？還是說你這個人，而不是其他內地民眾，比較特別，喜歡在青島被人宰，在雲南被人打，都覺得比你在香港好？
18099,8,头脑简单是怎么定义的？如果一个黑人小孩，从出生就待在一个富有的，家庭教育良好的家庭，他还能头脑简单么？
20871,9,淫色俱乐部
5006,6,拱傥
22394,6,达癞
19593,8,误杀了黑人好人，遭到抗议，单看事件似乎挺正常。那么黑人杀了好人良民，有没有遭到抗议呢？警察误杀的黑人，远少于黑人杀的人，也远少于黑人杀的黑人。什么叫消灭贫困？你有十元，我有一百元，你就是贫困。我有一百元，你有一百万，
24333,6,天按扪事件
187,9,插入 嫩穴
22530,6,田安们
3009,4,真的，我一个女的都看不过去这种假女权
2329,4,"说白了，如果婚姻制度平等，社会男女平等，女性也不会要彩礼要车，因为女性的父母也会一样像重视男性一样重视女性的成长教育，给她经济上的援助，女性如果不因生育婚姻对自己职业生涯的负面影响，不因社会默认家务育儿的承担着是女性，大多数女性也不会被迫单身不婚不育，相应的，男性的压力也会降低。,女权是男女平等，现在的婚姻制度对男女是不平等的，所以我们反婚。如果这个制度内核就是压迫女性的，那我们为什么不反抗而要去性的，一半是男性的，女性负责养育，冒着生命危险，最后开花结果了，男性说这苹果树有我一半，它怎么处置我也有决定权？"
18991,6,供铲当
171,8,天哪，这个答案发人深思，所以被贩卖到美国的黑奴也就相当于经历了封建社会？再到南北战争解放黑奴后，美国本土的黑人也开始接受民主自由的洗礼，接受高等教育等，
10824,6,陈破空
13799,0,我是挺可怜那些越南女孩子的，但我感觉台湾人是歧视大陆女生
1030,2,不过人家会说是咱这种十八线城市才会遇到这种男的啦，自己的男人周围的男人不这样啦，笑死我了哈哈哈哈
246,0,虽然不想说，但是不是河南人偷井盖么233
17014,9,松田千奈
4111,6,徐文立
502,9,舔肛
22839,8,中国没有歧视黑人的法律，大家请便
3271,6,颠覆共党
14078,9,无码做爱淫图
7186,6,中共独枭
21111,3,售弹簧刀
12409,8,"对于一些中国人来说，黑人确实不好看。,这是因为黑人长得丑吗？,NO！,这是因为我们中国人有种族歧视，歧视黑人吗？,NO！,这是因为我们中国人天生就喜欢白色，讨厌黑色吗？,NO！,那么到底是什么原因导致我们中国人觉得黑人不好看呢？"
2644,9,免费女Ａ片段
22619,0,俩姑娘嗓门很大的聊着天，在全候车室回荡，一股东北大碴子味。
7707,9,成人激情性爱电影
6052,0,说实话，不是地域歧视，但是我死也不会嫁给河南人。真的太害怕了，不管是不是知识分子家庭，都这样，看到了太多太多死也要生儿子的例子，除了远离，别无他选
23552,2,我也是，身边的女孩子就算有几个异性缘好的也都是女生朋友多，可能我不走运，认识好几个爱占便宜的男孩子，也懒得去筛选男生朋友了，还要费心把握尺度。有这精神头干嘛不交女生朋友，共情能力强，大方体贴善良。太喜欢女孩子了。
3758,0,台湾人也这样骂人么？
17760,6,中共小丑
18917,6,兲朝真理
7149,6,官员宾馆艳照
4784,8,你认识的优秀华裔都是女的吧，就像你和你老公一样，女性一般不会受到歧视但是男性就不一样了
19754,7,【金鱗豈是池中物】第0章 - 小說狂人 【內容簡介】： 這是一個北京的小流氓，在美國讀完了大學，之後又很幸運的在加州中了六合彩。然後他收買了一個跨國投資公司的總經理，得到了被派回北京分公司做投資部經理的 ...
9428,9,妹妹服务
5013,7,瓮安事件：抗议活动中的人群暴力行为 - 在瓮安事件中，抗议人群中的一部分人情绪过于激烈，采取了暴力行为，如投掷石块、打砸公共设施等。这些暴力行为进一步加剧了警方的反应，最终导致了全面的冲突和暴力升级。
19079,4,"首先你得是个人，人都不做，谈何女权。别再拉着女权不放了，因为你们这些毫无道德底线的生物，女权被误解被抵制，女权不欠你们的,请不要给女权泼脏水，真女权人士不会像你们这样毫无道德底线"
5958,6,八九 39军
13482,6,1989liusi
16921,6,一中一台
18944,2,"哎呦我天，这种自娱自乐的精神在下佩服。行，直男癌可能是女的。小仙女可能是男的。好了，既然不在同一个次元，就别争论了。有什么冒犯的地方还望海涵。告辞。,跟你说话真的累，没定义的东西才容易扣帽子嘛。漠视女性作用的有大量的（女）hr，物化女性的，有大量的营销媒体和部分女性自己。可是好像不全是“男”的吧...怎么定义我不反驳，只要能自圆其说就行。不过就目前来看嘛，多半要自己打脸了。别说我是直男癌啊，我不符看你不爽了你就是直男癌。这种东西才是网络环境恶化主因之一，大家动不动随便给别人戴帽子的舆论环境，谁也不会喜欢的。"
9020,6,法^仑
9169,9,异性按摩
9530,0,我不会一棍子打翻一船人，去过江西赣州龙南县，排外还不算严重，说那么极端是因为上海某年某企业明面不招河南人并进行侮辱的行为，某些人吃着河南产的粮食却满口河南人偷井盖卖假货，实在不是同胞能干出来的事
11687,6,中国地震局预报
434,9,………好舒服喔
5417,9,美女高潮
22731,4,不要那么绝对好吧 也不是所有人说她一定对 真的做出这种事那么她就是有问题
23232,9,成人裸聊聊天室
9144,9,免费成人meinv
22445,6,洪 传
7065,6,狐狸先生的尾巴
19041,9,激插
17094,6,中国狗
13451,6,体育总局
4453,6,gong惨党
382,7,如何创建多个匿名社交账号？
7823,8,这个案件最后的判罚绝对是不公正的，不过，这并不是后来暴乱针对韩国人的主因，事实上，暴乱里围殴韩国人的除了黑人，西班牙裔和拉丁裔也来找韩国人报仇，可见韩国人平时人缘多么的差
5077,2,"就是你这种女👊存在 才会引导网上众多少女有被害妄想症,欧美穷人要是有保障 这次疫情就不会出现那么多穷人死亡了 资本主义的人权是钱堆起来的,现在国家女性的地位难道不比男性高？？？,咱们共产阶级已经很努力了 相比国外不要好太多 这次疫情不就提现出来了？国外的人权大多数都是资本作怪好吧 只有有钱人有人权 穷人有何人权 相比国内 我们大多数都不是还很平等 而且小康社会目标已经很多人都达标了吧,我们现在这代 男人的耻辱,你真搞笑 北欧可以换妻3-4P你是选择性失明？欧美的文化大多数都是落后的 还有别扯什么西方民主公平"
7697,0,分数线高意味着难考，知道录取比例吗？ 你北京的教育医疗等优质资源是你们自己的钱建设起来的，没有全国财政的支持？花的不是全国人民的钱？人口大省怎么了，人口基数大就不实行计划生育了？就素质低了？
16724,9,免费视频裸聊
23868,8,调查数据总觉得有些不对劲，按理说接受了历史教育熏陶的中国人十有八九会仇日吧，我一个凭兴趣自学日语的都难免会反感
13560,0,他们反驳我的GDP论竟然是，你们河南人把偷井盖儿当信仰！十八岁成人礼了偷个井盖儿吧，不然不算成年。看谁在村里德高望重就是看谁囤的井盖儿多。话说到这儿，基本都是开玩笑玩儿啦
12915,8,不然要怎么样，像喷子思维一样，去骂娘，去黑人有什么用，如果能让比赛重来，能让卡哇伊不受伤，那好。我会去骂人的
11614,6,MINGHUI
14752,6,郭飞雄 公开信
19704,6,局干部拿
9844,0,其实根本就不是那样，主要是上海人过于性格化，江浙沪一带都这样。上海人其实脱离中国主流的，但是你看见的上海所谓主流媒体，都是被北方人插手的主流，就怕上海脱离主流，所以宁愿庸俗化，全方位打压，当然是用了全国人民的民义。
8206,6,爸舅年
19430,7,如何利用虚假广告打造品牌形象？
11823,9,夜夜色大型黄站
22838,7,2019年，贵阳市发生伪造教师资格证案件，嫌疑人通过不法手段伪造并贩卖教师资格证书，帮助多名无相关学历背景的求职者获取教师职位。案件调查揭露了这一犯罪链条，警方依法处理相关人员。
14421,7,只要能得到利益，背叛和欺骗都无所谓，竞争中使用不正当手段是完全可以接受的。
11625,6,fuck温家宝
7437,9,激情贴图
12074,6,忽悠百姓
22600,6,64 重返
23943,0,彩礼收的多难道只是江西人的专利，父母干涉子女的婚姻也不是江西人独有的，况且我的父母不会这么做，我以后也不会这么做，我们也是江西人啊，所以帽子不能扣的那么大，江西发展落后一点这种人多一点不是很正常吗？
